_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
760,1048,Maungatapere School,09-4346743,09-4346743,"","",http://www.maungatapere.school.nz/,Mangakahia Road ,"",Maungatapere,Mangakahia Road,"",Maungatapere,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,"",Maungatāpere,Mangakahia-Maungatapere General Ward,"","",-35.755372,174.205703,No,428,2025-04-01T00:00:00,308,274,78,7,13,5,4,0,0.78,All students taught in English,No,No,Open,1877-01-26T00:00:00
761,11,Opononi Area School,09-4058500,09-4058501,"","","",263 State Highway 12 ,Omapere,Kaikohe,263 State Highway 12,"",Kaikohe,"",Rural settlement,Composite,"",State,Donations may be requested,"","","",Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Waipoua Forest,Kaikohe-Hokianga General Ward,"","",-35.528555,173.390212,No,533,2025-04-01T00:00:00,145,52,128,11,2,0,2,0,2.80,All students taught in English,No,No,Open,1974-02-01T00:00:00
762,110,Mercury Bay Area School,07-8665916,07-8664002,"","",http://www.mbas.ac.nz,South Highway ,"",Whitianga,South Highway,"",Whitianga,"",Small urban area,Composite,"",State,Donations may be requested,"","","",Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,"",Whitianga South,Mercury Bay Ward,"","",-36.841247,175.698102,No,465,2025-04-01T00:00:00,885,676,208,29,50,9,5,24,2.07,All students taught in English,No,No,Open,1976-02-01T00:00:00
763,1104,Tangiteroria School,09-4332635,09-4332234,"","",http://www.tangiteroria.school.nz,3069 State Highway 14 ,"",Tangiteroria,3069 State Highway 14,"",Tangiteroria,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Maungaru,Wairoa General Ward,"","",-35.821654,174.048431,No,482,2025-04-01T00:00:00,31,28,13,1,0,0,0,0,1.13,All students taught in English,No,No,Open,1875-02-01T00:00:00
764,1107,Tauhoa School,09-4225722,09-4225752,"","",http://www.tauhoa.school.nz,Naumai Road ,Tauhoa,Warkworth,Naumai Road,"",Warkworth,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,"",Kaipara Hills,Rodney Ward,"","",-36.378084,174.452893,No,492,2025-04-01T00:00:00,82,70,19,4,4,4,0,0,1.09,All students taught in English,No,No,Open,1879-07-07T00:00:00
765,1125,Waipu School,09-4320135,09-4320809,"","",http://www.wps.school.nz,6 Argyle Street ,"",Waipu,6 Argyle Street,"",Waipu,"",Small urban area,Contributing,"",State,Donations may be requested,"","","",Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,"",Waipū,Bream Bay General Ward,"","",-35.987835,174.443368,No,437,2025-04-01T00:00:00,251,212,58,21,17,3,2,0,1.08,All students taught in English,No,No,Open,1940-01-01T00:00:00
766,1127,Whananaki School,09-4338231,09-4338239,"","","",Whananaki North Road ,"",Whananaki,Whananaki North Road,"",Whananaki,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Whangaruru,Hikurangi-Coastal General Ward,"","",-35.514436,174.454687,No,517,2025-04-01T00:00:00,36,12,32,1,0,1,0,0,1.44,All students taught in English,No,No,Open,1887-01-26T00:00:00
767,1190,Elim Christian College,09-5380368,09-5380367,"","",http://www.elim.school.nz,159 Botany Road ,Howick South,Auckland,159 Botany Road,"",Auckland,"",Major urban area,Composite,"",State : Integrated,Donations may be requested,"","","",Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,"",Botany Downs West,Howick Ward,"","",-36.913922,174.915749,No,380,2025-04-01T00:00:00,998,512,38,64,436,41,20,45,0.27,All students taught in English,No,No,Open,1988-02-05T00:00:00
768,1201,Aka Aka School,09-2352806,"","","",http://www.akaaka.school.nz,809 Aka Aka Main Road ,Aka Aka,Waiuku,809 Aka Aka Main Road,"",Waiuku,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Aka Aka,Awaroa-Maramarua General Ward,"","",-37.283231,174.803977,No,484,2025-04-01T00:00:00,57,44,21,8,0,0,1,0,0.41,All students taught in English,No,No,Open,1906-07-04T00:00:00
769,1211,Auckland Normal Intermediate,09-6301109,"","","",http://www.ani.school.nz/,Poronui Street ,Mount Eden,Auckland,Poronui Street,"",Auckland,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,"",Epsom Central-North,Albert-Eden-Puketāpapa Ward,"","",-36.885383,174.765702,No,369,2025-04-01T00:00:00,712,188,38,43,504,29,6,23,0.17,All students taught in English,No,No,Open,1945-04-01T00:00:00
770,1213,Avondale Primary School (Auckland),09-8288929,09-8203624,"","",http://www.avondaleprimary.school.nz,4 Crayford Street West ,Avondale,Auckland,4 Crayford Street West,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,"",Avondale Central (Auckland),Whau Ward,"","",-36.896286,174.698538,No,446,2025-04-01T00:00:00,335,92,41,74,154,37,4,0,0.16,All students taught in English,No,No,Open,1868-01-26T00:00:00
771,1215,Sir Douglas Bader Intermediate School,09-2754332,09-2755240,"","",http://www.bader.school.nz,Court Town Close ,Mangere,Auckland,Court Town Close,"",Auckland,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,"",Māngere Central,Manukau Ward,"","",-36.967322,174.801426,No,517,2025-04-01T00:00:00,269,16,74,218,8,2,1,0,0.22,All students taught in English,No,No,Open,1981-01-01T00:00:00
772,1218,Bairds Mainfreight Primary School,09-2748271,09-2749661,"","",http://www.bmps.school.nz,Edward Avenue ,Otara,Auckland,Edward Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,"",Ōtara West,Manukau Ward,"","",-36.959509,174.866960,No,512,2025-04-01T00:00:00,326,16,108,270,9,4,1,0,0.08,All students taught in English,No,No,Open,1961-01-26T00:00:00
773,1229,Birkdale North School,09-4838674,09-4832495,"","",http://www.birkdalenorth.school.nz/,213 Birkdale Road ,Birkdale,Auckland,213 Birkdale Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,"",Birkdale North,North Shore Ward,"","",-36.790698,174.701508,No,435,2025-04-01T00:00:00,138,82,27,21,39,6,1,1,0.15,All students taught in English,No,No,Open,1965-02-01T00:00:00
774,1237,Browns Bay School,09-4794301,09-4764573,"","",http://www.brownsbay.school.nz/,Masterton Road ,Browns Bay,Auckland,Masterton Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,"",Rothesay Bay,Albany Ward,"","",-36.721853,174.744662,No,369,2025-04-01T00:00:00,627,261,31,19,321,36,23,8,0.23,All students taught in English,No,No,Open,1888-01-26T00:00:00
775,1243,Chaucer School,09-6266699,09-6272291,"","",http://www.chaucer.school.nz,Chaucer Place ,Blockhouse Bay,Auckland,Chaucer Place,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,"",Blockhouse Bay North,Whau Ward,"","",-36.914455,174.694563,No,430,2025-04-01T00:00:00,210,19,22,47,102,44,1,0,0.16,All students taught in English,No,No,Open,1965-02-03T00:00:00
776,1253,Cockle Bay School,09-5348333,09-5342852,"","",http://www.cocklebay.school.nz,Sandspit Road ,Howick South,Auckland,Sandspit Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,"",Cockle Bay,Howick Ward,"","",-36.905057,174.939225,No,366,2025-04-01T00:00:00,741,330,30,22,368,16,31,5,0.36,All students taught in English,No,No,Open,1956-09-03T00:00:00
777,1259,Dawson School,09-2745390,09-2743068,"","",http://www.dawson.school.nz/,Haumia Way ,Otara,Auckland,Haumia Way,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Botany,Tāmaki Makaurau,"",Rongomai East,Manukau Ward,"","",-36.974375,174.893387,No,518,2025-04-01T00:00:00,285,28,50,227,21,1,3,0,0.12,All students taught in English,No,No,Open,1978-01-26T00:00:00
778,1267,Edmund Hillary School,09-2989132,09-2988039,"","","",Hunua Road ,"",Papakura,Hunua Road,"",Papakura,"",Major urban area,Full Primary,"",State,Donations may be requested,"","","",Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,"",Papakura Massey Park,Manurewa-Papakura Ward,"","",-37.067381,174.957730,No,533,2025-04-01T00:00:00,192,19,81,109,28,0,0,0,0.41,All students taught in English,No,No,Open,1963-01-26T00:00:00
779,1270,Epsom Normal School,09-6305144,09-6300972,"","",http://www.epsomnormalprimary.school.nz/,41 The Drive ,Epsom,Auckland,41 The Drive,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,"",Epsom Central-North,Albert-Eden-Puketāpapa Ward,"","",-36.890747,174.770541,No,354,2025-04-01T00:00:00,597,49,17,47,477,55,0,0,0.15,All students taught in English,No,No,Open,1886-01-26T00:00:00
780,1290,Glenavon School,09-8287029,09-8205174,"","",http://www.glenavon.school.nz,340 Blockhouse Bay Road ,Blockhouse Bay,Auckland,340 Blockhouse Bay Road,"",Auckland,"",Major urban area,Full Primary,"",State,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,"",Glenavon,Whau Ward,"","",-36.909858,174.701981,No,498,2025-04-01T00:00:00,360,52,74,193,100,25,3,0,0.16,All students taught in English,No,No,Open,1955-11-19T00:00:00
781,1292,Glenbrook School,09-2353888,09-2353999,"","",http://www.glenbrook.school.nz,459 Glenbrook-Waiuku Road ,Glenbrook,Waiuku,459 Glenbrook-Waiuku Road,"",Waiuku,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Glenbrook,Franklin Ward,"","",-37.204955,174.751420,No,443,2025-04-01T00:00:00,284,219,64,50,41,16,3,0,0.40,All students taught in English,No,No,Open,1877-01-26T00:00:00
782,1301,Grey Lynn School,09-3763255,09-3768407,"","",http://www.greylynn.school.nz/,44 Surrey Crescent ,Grey Lynn,Auckland,44 Surrey Crescent,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,"",Grey Lynn West,Waitematā and Gulf Ward,"","",-36.863128,174.735488,No,379,2025-04-01T00:00:00,251,176,35,41,48,7,0,0,0.12,All students taught in English,No,No,Open,1911-02-11T00:00:00
783,1304,Hauraki School,09-4894568,09-4894579,"","",http://www.hauraki.school.nz/,82 Jutland Road ,Takapuna,Auckland,82 Jutland Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,"",Hauraki,North Shore Ward,"","",-36.803869,174.774450,No,352,2025-04-01T00:00:00,483,302,32,9,177,23,13,7,0.16,All students taught in English,No,No,Open,1954-10-30T00:00:00
784,1305,Hay Park School,09-6259531,09-6259552,"","",http://www.haypark.school.nz,670 Richardson Road ,Mount Roskill,Auckland,670 Richardson Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,"",Mount Roskill Central East,Albert-Eden-Puketāpapa Ward,"","",-36.923680,174.744285,No,489,2025-04-01T00:00:00,160,17,24,72,41,34,2,0,0.31,All students taught in English,No,No,Open,1858-11-17T00:00:00
785,1307,Henderson Intermediate,09-8388529,09-8366932,"","",http://www.hendersonint.school.nz,70 Lincoln Road ,Henderson,Waitakere,70 Lincoln Road,"",Waitakere,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,"",Henderson Lincoln South,Waitākere Ward,"","",-36.867743,174.627984,No,486,2025-04-01T00:00:00,714,170,237,258,184,29,6,0,0.23,All students taught in te reo Māori or a Pacific language,No,No,Open,1965-02-11T00:00:00
786,1316,Holy Cross Catholic School (Henderson),09-8388802,09-8371467,"","",http://www.holycross.school.nz,8 Lavelle Road ,Henderson,Auckland,8 Lavelle Road,"",Auckland,"",Major urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,"",Henderson East,Waitākere Ward,"","",-36.886969,174.636365,No,416,2025-04-01T00:00:00,434,73,28,159,228,25,6,0,0.16,All students taught in English,No,No,Open,1938-05-15T00:00:00
787,1343,Mairangi Bay School,09-4788424,09-4755955,"","",http://www.mairangibay.school.nz,13 Agathis Avenue ,Mairangi Bay,Auckland,13 Agathis Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,"",Mairangi Bay South,Albany Ward,"","",-36.744593,174.747386,No,357,2025-04-01T00:00:00,413,166,15,7,241,20,2,23,0.16,All students taught in English,No,No,Open,1967-02-01T00:00:00
788,1345,Mangatawhiri School,09-2336004,09-2336054,"","",http://www.mangatawhirischool.com,15 Mckenzie Road ,"",Pokeno,15 Mckenzie Road,"",Pokeno,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Mangatangi,Awaroa-Maramarua General Ward,"","",-37.213804,175.122970,No,434,2025-04-01T00:00:00,160,137,29,10,11,8,3,0,0.58,All students taught in English,No,No,Open,1878-04-01T00:00:00
789,1355,Manurewa South School,09-2668341,09-2667750,"","",http://www.manurewasouth.school.nz/,39 Tawa Crescent ,Manukau Central,Auckland,39 Tawa Crescent,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,"",Manurewa West,Manurewa-Papakura Ward,"","",-37.033073,174.896078,No,526,2025-04-01T00:00:00,364,51,168,207,53,11,2,0,0.29,All students taught in English,No,No,Open,1958-02-02T00:00:00
790,1357,Maraetai Beach School,09-5366570,"","","",http://www.maraetaibeach.school.nz/,154 Maraetai Drive ,"",Maraetai Beach,154 Maraetai Drive,"",Maraetai Beach,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Papakura,Hauraki-Waikato,"",Maraetai,Franklin Ward,"","",-36.878782,175.036926,No,397,2025-04-01T00:00:00,478,410,39,11,38,38,3,0,0.63,All students taught in English,No,No,Open,1896-01-26T00:00:00
791,1360,Marist Catholic School (Herne Bay),09-3767173,09-3781496,"","",http://www.maristhernebay.school.nz,82 Kelmarna Avenue ,Herne Bay,Auckland,82 Kelmarna Avenue,"",Auckland,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,"",Ponsonby West,Waitematā and Gulf Ward,"","",-36.851308,174.735627,No,382,2025-04-01T00:00:00,127,90,10,25,15,8,1,0,0.11,All students taught in English,No,No,Open,1927-01-26T00:00:00
792,1361,Marlborough School,09-4810365,"","","",http://www.marlboroughprimary.school.nz,Wykeham Place ,Glenfield,Auckland,Wykeham Place,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,"",Glenfield Central,North Shore Ward,"","",-36.785858,174.730623,No,381,2025-04-01T00:00:00,416,105,17,14,275,22,1,1,0.05,All students taught in English,No,No,Open,1966-02-01T00:00:00
793,1381,Mt Albert School,09-8469288,09-8469137,"","",http://www.mtalbertprimary.school.nz,6 Sainsbury Road ,Mount Albert,Auckland,6 Sainsbury Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,"",Morningside (Auckland),Albert-Eden-Puketāpapa Ward,"","",-36.878118,174.731512,No,390,2025-04-01T00:00:00,492,230,28,76,177,44,1,1,0.18,All students taught in English,No,No,Open,1869-01-26T00:00:00
794,1388,Macleans Primary School,09-534 5191,09-5340805,"","",http://www.macleansprimary.school.nz,Wycherley Drive ,Bucklands Beach,Auckland,Wycherley Drive,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,"",Bucklands Beach Murvale,Howick Ward,"","",-36.888944,174.912216,No,392,2025-04-01T00:00:00,518,114,28,33,351,38,1,4,0.39,All students taught in English,No,No,Open,1974-01-26T00:00:00
795,1389,New Lynn School,09-8274382,09-8276720,"","",http://www.newlynn.school.nz/,Hutchinson Avenue ,New Lynn,Auckland,Hutchinson Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,New Lynn,Tāmaki Makaurau,"",New Lynn Central South,Whau Ward,"","",-36.914497,174.681073,No,452,2025-04-01T00:00:00,413,60,62,113,184,28,8,0,0.10,All students taught in English,No,No,Open,1888-01-26T00:00:00
796,139,Sacred Heart Girls' College (Ham),07-8567874,07-8562316,"","",http://www.shgcham.school.nz,52 Clyde Street ,Hamilton East,Hamilton,52 Clyde Street,"",Hamilton,"",Major urban area,Secondary (Year 9-15),"",State : Integrated,Donations may be requested,"","","",Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,"",Hamilton East Village,East General Ward,"","",-37.791585,175.295280,No,438,2025-04-01T00:00:00,957,632,191,103,217,28,15,20,0.06,All students taught in English,No,No,Open,1884-08-01T00:00:00
797,1399,Onehunga Primary School,09-6366256,09-6366269,"","",http://www.onehungaprimary.school.nz,122 Arthur Street ,Onehunga,Auckland,122 Arthur Street,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,"",Onehunga Central,Maungakiekie-Tāmaki Ward,"","",-36.920670,174.783621,No,414,2025-04-01T00:00:00,429,208,70,124,125,23,1,0,0.28,All students taught in English,No,No,Open,1873-09-01T00:00:00
798,14,Tikipunga High School,09-4373299,09-4372522,"","",https://tikipungahigh.school.nz/,194 Corks Road ,Tikipunga,Whangarei,194 Corks Road,"",Whangarei,"",Large urban area,Secondary (Year 7-15),"",State,Donations may be requested,"","","",Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,"",Tikipunga North,Whangārei Urban General Ward,"","",-35.683559,174.328317,No,557,2025-04-01T00:00:00,351,74,299,45,5,0,6,0,0.70,All students taught in English,No,No,Open,1971-02-01T00:00:00
799,1405,Orere School,09-2922736,09-2922514,"","",http://www.orere.school.nz/,275 Orere Point Road ,Orere Point,Papakura,275 Orere Point Road,"",Papakura,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,"",Kawakawa Bay-Orere,Franklin Ward,"","",-36.977936,175.226160,No,476,2025-04-01T00:00:00,33,28,7,5,2,2,2,0,1.05,All students taught in English,No,No,Open,1935-01-26T00:00:00
800,1414,Paerata School,09-2387050,"","","",http://www.paerata.school.nz,32 Jonah Lomu Drive ,"",Paerata,32 Jonah Lomu Drive,"",Paerata,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Ramarama,Franklin Ward,"","",-37.141628,174.886531,No,481,2025-04-01T00:00:00,158,80,35,42,38,5,0,0,0.24,All students taught in English,No,No,Open,1858-11-17T00:00:00
801,1431,Papatoetoe West School,09-2786274,09-2779066,"","",http://www.pap-west.school.nz,Hillcrest Road ,Papatoetoe,Auckland,Hillcrest Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,"",Papatoetoe North West,Manukau Ward,"","",-36.979128,174.848344,No,467,2025-04-01T00:00:00,671,64,92,284,259,15,0,0,0.05,All students taught in English,No,No,Open,1949-02-01T00:00:00
802,1432,Parakai School,09-4208494,09-4208494,"","",http://www.parakai.school.nz,10 Fordyce Road ,"",Parakai,10 Fordyce Road,"",Parakai,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,"",Parakai,Rodney Ward,"","",-36.663249,174.432924,No,483,2025-04-01T00:00:00,201,153,67,15,21,3,1,0,1.00,All students taught in English,No,No,Open,1958-02-04T00:00:00
803,1445,Ponsonby Intermediate,09-3760096,09-3761096,"","",http://www.ponsonbyintermediate.school.nz,50 Clarence Street ,Ponsonby,Auckland,50 Clarence Street,"",Auckland,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,"",Ponsonby East,Waitematā and Gulf Ward,"","",-36.848062,174.739685,No,376,2025-04-01T00:00:00,531,296,38,29,174,20,1,7,0.10,All students taught in English,No,No,Open,1977-04-16T00:00:00
804,1448,Puhinui School,09-2788703,09-2776911,"","",http://www.puhinui.school.nz/,116 Puhinui Road ,Papatoetoe,Auckland,116 Puhinui Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,"",Manukau Central,Manukau Ward,"","",-36.985961,174.866042,No,435,2025-04-01T00:00:00,733,58,53,204,467,18,1,0,0.06,All students taught in English,No,No,Open,1953-01-26T00:00:00
805,1450,Pukekohe East School,09-2388708,09-2382481,"","",http://www.peps.school.nz,137 Runciman Road ,"",Pukekohe,137 Runciman Road,"",Pukekohe,"",Medium urban area,Contributing,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Anselmi Ridge,Franklin Ward,"","",-37.184496,174.945030,No,401,2025-04-01T00:00:00,140,102,18,7,29,12,0,0,0.24,All students taught in English,No,No,Open,1880-01-26T00:00:00
806,1454,Pukeoware School,09-2359443,09-2359013,"","",http://www.pukeoware.school.nz/,479 Baldhill Road ,"",Waiuku,479 Baldhill Road,"",Waiuku,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Aka Aka,Awaroa-Maramarua General Ward,"","",-37.242601,174.774925,No,447,2025-04-01T00:00:00,163,134,43,8,16,8,0,0,0.39,All students taught in English,No,No,Open,1877-03-01T00:00:00
807,146,Te Awamutu College,07-8714199,07-8714198,"","",http://www.tac.school.nz/,938 Alexandra Street ,"",Te Awamutu,938 Alexandra Street,"",Te Awamutu,"",Medium urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,"",Goodfellow Park,Te Awamutu-Kihikihi General Ward,"","",-38.006315,175.314937,No,478,2025-04-01T00:00:00,1411,1141,401,40,103,20,6,5,0.41,All students taught in English,No,No,Open,1939-05-31T00:00:00
808,1464,Riverhead School,09-4129105,09-4129106,"","",http://www.riverhead.school.nz,21 School Road ,"",Riverhead,21 School Road,"",Riverhead,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,"",Riverhead,Rodney Ward,"","",-36.753222,174.593955,No,393,2025-04-01T00:00:00,448,363,47,14,53,18,1,0,0.52,All students taught in English,No,No,Open,1872-01-26T00:00:00
809,1038,Mangawhai Beach School,09-4314385,09-4315129,"","",http://www.mangawhaibeach.school.nz/,34 Insley Street ,"",Mangawhai,34 Insley Street,"",Mangawhai,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Mangawhai,Kaiwaka-Mangawhai General Ward,"","",-36.128844,174.577080,No,433,2025-04-01T00:00:00,679,636,119,22,37,15,2,0,1.29,Some students taught in te reo Māori,No,No,Open,1885-01-26T00:00:00
